virus_family	virus_genus	virus_name	virus_species	virus_acronym	virus_acronym_update	new_virus	host_species	host_subfamily	host_tribu	host_genus	life_form	dataset	tissue	country	source
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium sp	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	OQ615783	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium sp	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	OQ615784	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium sp	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	OQ615785	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium sp	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	OQ615786	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium sp	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	OQ615787	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium sp	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	OQ615788	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium sp	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	OQ615789	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium x nestor	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR13150532	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium x nestor	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR13150533	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium x nestor	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR13150534	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium officinale	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR13987005	root	nd	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium officinale	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR6869952	seeds	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium officinale	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR6869955	seeds	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium moniliforme	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte or Lithophyte	SRR24751335	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium moniliforme	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte or Lithophyte	SRR24751336	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Encyclia sp	Higher Epidendroideae	Epidendreae	Encyclia	Epiphyte	HQ393958	not_found	Mexico	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Encyclia sp	Higher Epidendroideae	Epidendreae	Encyclia	Epiphyte	HQ393959	not_found	Mexico	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Encyclia sp	Higher Epidendroideae	Epidendreae	Encyclia	Epiphyte	HQ393960	not_found	Mexico	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Encyclia sp	Higher Epidendroideae	Epidendreae	Encyclia	Epiphyte	HQ393961	not_found	Mexico	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Encyclia sp	Higher Epidendroideae	Epidendreae	Encyclia	Epiphyte	HQ393962	not_found	Mexico	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Epidendrum sp	Higher Epidendroideae	Epidendreae	Epidendrum	Epiphyte	AY050650	not_found	not_found	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Epidendrum sp	Higher Epidendroideae	Epidendreae	Epidendrum	Epiphyte	MF420349	not_found	Mexico	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Erycina pusilla	Higher Epidendroideae	Cymbidieae	Erycina	Epiphyte	SRR4701987	stem	Taiwan	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Gastrodia pubilabiata	Higher Epidendroideae	Gastrodieae	Gastrodia	Terrestrial	SRR3990693	root	Taiwan	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Gastrodia elata	Higher Epidendroideae	Gastrodieae	Gastrodia	Terrestrial	SRR4342051	bud	Taiwan	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Hemipilia forrestii	Higher Epidendroideae	Orchideae	Hemipilia	Terrestial	SRR5722142	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Neuwiedia zollingeri	Higher Epidendroideae	not_found	Neuwiedia	Terrestial	SRR4343849	leaf	Taiwan	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Neuwiedia zollingeri	Higher Epidendroideae	not_found	Neuwiedia	Terrestial	SRR4343850	bud	Taiwan	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Neuwiedia zollingeri	Higher Epidendroideae	not_found	Neuwiedia	Terrestial	SRR4343851	various	Taiwan	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Neuwiedia malipoensis	Higher Epidendroideae	not_found	Neuwiedia	Terrestial	SRR5722159	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Aeridinae sp	Higher Epidendroideae	Vandeae	not_found	Epiphyte	AF405718	not_found	Singapore	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Aeridinae sp	Higher Epidendroideae	Vandeae	not_found	Epiphyte	AY049768	not_found	Singapore	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	AB693985	not_found	Indonesia	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	AF405719	not_found	Singapore	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	AF405721	not_found	Singapore	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	AF405723	not_found	Singapore	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	AF405726	not_found	Singapore	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	AJ270986	not_found	not_found	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	AJ585202	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	AJ585203	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	AJ585204	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	AJ620244	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	AJ849639	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	AJ871374	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	JN584483	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	MG774929	not_found	Paraguay	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	MG774930	not_found	Paraguay	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	MK816927	not_found	Malaysia	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	MK908224	not_found	Mexico	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	MT429774	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	MT429775	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	MT429776	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	OQ993367	not_found	Germany	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cymbidium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	AJ581998	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cymbidium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	FJ858205	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cattleya x hybrida	Higher Epidendroideae	not_found	not_found	not_found	GU295169	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cattleya x hybrida	Higher Epidendroideae	not_found	not_found	not_found	GU295170	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cymbidium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	GU295172	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cymbidium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	GU295173	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cymbidium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	KF853251	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cymbidium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	KF853259	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cymbidium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	MW582798	not_found	not_found	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	MZ662114	leaf	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cymbidium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	OM025090	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cymbidium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	OM025091	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cymbidium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	ON113106	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	OR480781	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Dendrobium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	OR480782	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cymbidium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	OR480783	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Cymbidium hybrid cultivar	Higher Epidendroideae	not_found	not_found	not_found	OR480784	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	AB541565	not_found	South_Korea	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	AB541566	not_found	South_Korea	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	AB541567	not_found	South_Korea	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	AB541568	not_found	South_Korea	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	AB541569	not_found	South_Korea	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	AB541570	not_found	South_Korea	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	AB541571	not_found	South_Korea	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	AB541572	not_found	South_Korea	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	AB541573	not_found	South_Korea	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	AB693987	not_found	Indonesia	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	AJ311911	not_found	Thailand	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	AY360408	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	HQ393956	not_found	Mexico	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	HQ393957	not_found	Mexico	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	KF853246	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	MN150525	not_found	Indonesia	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	SRR13300159	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	SRR13300161	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	SRR13300162	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	SRR13300163	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	SRR13300164	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	SRR4252476	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	SRR4252477	flower	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	SRR6466406	root	China	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Paphiopedilum dianthum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Lithophyte	KF225473	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Paphiopedilum dianthum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Lithophyte	KF225474	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Papilionanthe sp	Higher Epidendroideae	Vandeae	Papilionanthe	Epiphyte	SRR18095152	flower	Singapore	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Papilionanthe sp	Higher Epidendroideae	Vandeae	Papilionanthe	Epiphyte	SRR18095153	flower	Singapore	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Papilionanthe sp	Higher Epidendroideae	Vandeae	Papilionanthe	Epiphyte	SRR18095154	flower	Singapore	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Papilionanthe sp	Higher Epidendroideae	Vandeae	Papilionanthe	Epiphyte	SRR18095155	leaf	Singapore	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Papilionanthe sp	Higher Epidendroideae	Vandeae	Papilionanthe	Epiphyte	SRR18095158	flower	Singapore	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Papilionanthe sp	Higher Epidendroideae	Vandeae	Papilionanthe	Epiphyte	SRR18095159	flower	Singapore	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Papilionanthe sp	Higher Epidendroideae	Vandeae	Papilionanthe	Epiphyte	SRR18095163	root	Singapore	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Papilionanthe sp	Higher Epidendroideae	Vandeae	Papilionanthe	Epiphyte	SRR18095164	root	Singapore	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Papilionanthe sp	Higher Epidendroideae	Vandeae	Papilionanthe	Epiphyte	SRR18095165	flower	Singapore	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Papilionanthe sp	Higher Epidendroideae	Vandeae	Papilionanthe	Epiphyte	SRR18095166	flower	Singapore	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phaius tancarvilleae	Higher Epidendroideae	Arethuseae	Phaius	Terrestrial	AJ564562	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phaius tancarvilleae	Higher Epidendroideae	Arethuseae	Phaius	Terrestrial	AJ619959	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phaius tancarvilleae	Higher Epidendroideae	Arethuseae	Phaius	Terrestrial	AJ623307	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phaius tancarvilleae	Higher Epidendroideae	Arethuseae	Phaius	Terrestrial	AJ749994	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phaius tancarvilleae	Higher Epidendroideae	Arethuseae	Phaius	Terrestrial	AM055720	not_found	India	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phaius tancarvilleae	Higher Epidendroideae	Arethuseae	Phaius	Terrestrial	KY807787	not_found	Costa Rica	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phaius tancarvilleae	Higher Epidendroideae	Arethuseae	Phaius	Terrestrial	KY807788	not_found	Costa Rica	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phaius tancarvilleae	Higher Epidendroideae	Arethuseae	Phaius	Terrestrial	SRR6986588	developing_seeds	Taiwan	SRA
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phalaenopsis pulcherrima	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	AF405720	not_found	Singapore	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phalaenopsis amabilis	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	EU653019	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phalaenopsis pulcherrima	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	HQ644132	not_found	South_Korea	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phalaenopsis pulcherrima	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	JQ860108	not_found	China	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phalaenopsis pulcherrima	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	LC790455	not_found	South_Korea	NCBI
Alphaflexiviridae	Potexvirus	Cymbidium mosaic virus	Potexvirus cymbidii	CymMV	CymMV	known_virus	Phalaenopsis pulcherrima	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	MN057672	not_found	South_Korea	NCBI
