virus_family	virus_genus	virus_name	virus_species	virus_acronym	virus_acronym_update	new_virus	host_species	host_subfamily	host_tribu	host_genus	life_form	dataset	tissue	country	source
Partitiviridae	Deltapartitivirus			PaphDPV3	PaphDPV3	new_species	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR15902323	leaf	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV3	PaphDPV3	new_species	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR15912136	leaf	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV3	PaphDPV3	new_species	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR15912137	leaf	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV3	PaphDPV3	new_species	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR16004475	leaf	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV3	PaphDPV3	new_species	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR16004475	leaf	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV3	PaphDPV3	new_species	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR16573692	leaf	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV3	PaphDPV3	new_species	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR16573881	leaf	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV3	PaphDPV3	new_species	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR16591829	leaf	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV3	PaphDPV3	new_species	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR16596562	leaf	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV3	PaphDPV3	new_species	Paphiopedilum concolor	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR1405683	leaf	nd	SRA
Partitiviridae	Deltapartitivirus			PaphDPV4	PaphDPV4	new_species	Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestrial or Lithophyte	SRR14793823	flower	nd	SRA
Partitiviridae	Deltapartitivirus			PaphDPV4	PaphDPV4	new_species	Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestrial or Lithophyte	SRR14793827	flower	nd	SRA
Partitiviridae	Deltapartitivirus			PaphDPV4	PaphDPV4	new_species	Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestrial or Lithophyte	SRR14793828	flower	nd	SRA
Partitiviridae	Deltapartitivirus			PaphDPV4	PaphDPV4	new_species	Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestrial or Lithophyte	SRR14793829	labellum	nd	SRA
Partitiviridae	Deltapartitivirus			PaphDPV4	PaphDPV4	new_species	Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestrial or Lithophyte	SRR14793830	flower	nd	SRA
Partitiviridae	Deltapartitivirus			PaphDPV4	PaphDPV4	new_species	Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestrial or Lithophyte	SRR14793832	flower	nd	SRA
Partitiviridae	Deltapartitivirus			PaphDPV4	PaphDPV4	new_species	Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestrial or Lithophyte	SRR14793833	labellum	nd	SRA
Partitiviridae	Deltapartitivirus			PaphDPV4	PaphDPV4	new_species	Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestrial or Lithophyte	SRR14793834	labellum	nd	SRA
Partitiviridae	Deltapartitivirus			PaphDPV5	PaphDPV5	new_species	Paphiopedilum armeniacum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR9842179	seeds	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum armeniacum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR24757365	flower	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum armeniacum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR24757366	flower	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum armeniacum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR9842180	seeds	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum armeniacum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR9842181	seeds	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum armeniacum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR9842183	seeds	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum armeniacum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR9842184	seeds	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum armeniacum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR9842185	seeds	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum armeniacum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR9842186	seeds	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum armeniacum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR9842187	seeds	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum armeniacum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR9842189	seeds	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum armeniacum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR9842191	seeds	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum armeniacum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial	SRR9842192	seeds	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum callosum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial or Lithophyte	SRR15057285	bud	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum callosum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial or Lithophyte	SRR15057285	bud	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum callosum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial or Lithophyte	SRR15057286	bud	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum callosum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial or Lithophyte	SRR15057290	bud	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum callosum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial or Lithophyte	SRR15057290	bud	China	SRA
Partitiviridae	Deltapartitivirus			PaphDPV6	PaphDPV6	new_species	Paphiopedilum callosum	Higher Epidendroideae	Cypripedieae	Paphiopedilum	Terrestrial or Lithophyte	SRR21460666	stem	China	SRA
Phenuiviridae	Rudovirus_like 2			PaPhV1	PaPhV1	new_species	Pleione limprichtii	Epidendroideae	Arethuseae	Pleione	Epiphyte or Lithophyte	SRR25654682	flower	China	SRA
Potyviridae	Potyvirus	Paphiopedilum associated potyvirus 1	not_found	PaPV1	PaPotV1	new_species	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR16596628	leaf	China	SRA
Amalgaviridae	Amalgavirus	Phalaenopsis equestris amalgavirus 2	Phalaenopsis equestris amalgavirus 2	PeAV2	PeAV2	known_virus	Phalaenopsis equestris	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	BK062307	not_found	not_found	NCBI
Betaflexiviridae	Citrivirus-like	Paphiopedilum_henryanum associated betaflexivirus	not_found	PhaBV	PhaBV	new_species	Paphiopedilum henryanum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Lithophyte	SRR6513332	flower	China	SRA
Betaflexiviridae	Citrivirus-like	Paphiopedilum_henryanum associated betaflexivirus	not_found	PhaBV	PhaBV	new_species	Paphiopedilum henryanum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Lithophyte	SRR6513335	flower	China	SRA
Betaflexiviridae	Citrivirus-like	Paphiopedilum_henryanum associated betaflexivirus	not_found	PhaBV	PhaBV	new_species	Paphiopedilum henryanum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Lithophyte	SRR6513336	flower	China	SRA
Betaflexiviridae	Citrivirus-like	Paphiopedilum_henryanum associated betaflexivirus	not_found	PhaBV	PhaBV	new_species	Paphiopedilum henryanum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Lithophyte	SRR6513337	flower	China	SRA
Betaflexiviridae	Citrivirus-like	Paphiopedilum_henryanum associated betaflexivirus	not_found	PhaBV	PhaBV	new_species	Paphiopedilum henryanum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Lithophyte	SRR6513338	flower	China	SRA
Betaflexiviridae	Citrivirus-like	Paphiopedilum_henryanum associated betaflexivirus	not_found	PhaBV	PhaBV	new_species	Paphiopedilum henryanum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Lithophyte	SRR6513341	flower	China	SRA
Alphaflexiviridae	Potexvirus	Phaius virus X	Potexvirus ecsphaii	PhaVX	PhVX	known_virus	Calanthe flava	Higher Epidendroideae	Arethuseae	Calanthe	Terrestrial	AB353071	not_found	Japan	NCBI
Alphaflexiviridae	Potexvirus	Phaius virus X	Potexvirus ecsphaii	PhaVX	PhVX	known_virus	Calanthe flava	Higher Epidendroideae	Arethuseae	Calanthe	Terrestrial	NC_010295	not_found	Japan	NCBI
Alphaflexiviridae	Potexvirus	Phaius virus X	Potexvirus ecsphaii	PhaVX	PhVX	known_virus	Dendrobium nobile	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR15036785	stem	China	SRA
Alphaflexiviridae	Potexvirus	Phaius virus X	Potexvirus ecsphaii	PhaVX	PhVX	known_virus	Dendrobium nobile	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR15036786	leaf	China	SRA
Alphaflexiviridae	Potexvirus	Phaius virus X	Potexvirus ecsphaii	PhaVX	PhVX	known_virus	Dendrobium nobile	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR4169965	nd	China	SRA
Alphaflexiviridae	Potexvirus	Phaius virus X	Potexvirus ecsphaii	PhaVX	PhVX	known_virus	Dendrobium nobile	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR4266569	nd	China	SRA
Potyviridae	Potyvirus	Phalaenopsis chlorotic spot virus	Phalaenopsis chlorotic spot virus	PhCSV	PhCSV	known_virus	Phalaenopsis pulcherrima	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	HM021142	not_found	Taiwan	NCBI
Partitiviridae	Deltapartitivirus			PhragDPV1	PhragDPV1	new_species	Phragmipedium lindleyanum	Cypripedioideae	Phragmipedieae	Phragmipedium	Terrestrial or Lithophyte	SRR6127594	leaf	USA	SRA
Partitiviridae	Deltapartitivirus			PhragDPV1	PhragDPV1	new_species	Phragmipedium lindleyanum	Cypripedioideae	Phragmipedieae	Phragmipedium	Terrestrial or Lithophyte	SRR6127594	leaf	USA	SRA
Rhabdoviridae	gammacytorhabdovirus	Platanthera gammacytorhabdovirus 1	not_found	PlaGCRV1	PlaGCRV1	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919244	tuber	China	SRA
Rhabdoviridae	gammacytorhabdovirus	Platanthera gammacytorhabdovirus 1	not_found	PlaGCRV1	PlaGCRV1	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919248	bract	China	SRA
Rhabdoviridae	gammacytorhabdovirus	Platanthera gammacytorhabdovirus 1	not_found	PlaGCRV1	PlaGCRV1	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919249	bract	China	SRA
Rhabdoviridae	gammacytorhabdovirus	Platanthera gammacytorhabdovirus 1	not_found	PlaGCRV1	PlaGCRV1	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919250	bract	China	SRA
Rhabdoviridae	gammacytorhabdovirus	Platanthera gammacytorhabdovirus 1	not_found	PlaGCRV1	PlaGCRV1	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919255	stem	China	SRA
Rhabdoviridae	gammacytorhabdovirus	Platanthera gammacytorhabdovirus 1	not_found	PlaGCRV1	PlaGCRV1	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919264	tuber	China	SRA
Rhabdoviridae	gammacytorhabdovirus	Platanthera gammacytorhabdovirus 1	not_found	PlaGCRV1	PlaGCRV1	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919265	tuber	China	SRA
Rhabdoviridae	gammacytorhabdovirus	Platanthera gammacytorhabdovirus 1	not_found	PlaGCRV1	PlaGCRV1	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919266	stem	China	SRA
Rhabdoviridae	gammacytorhabdovirus	Platanthera gammacytorhabdovirus 1	not_found	PlaGCRV1	PlaGCRV1	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919267	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV1	PlatDPV1	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919245	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV1	PlatDPV1	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919246	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV1	PlatDPV1	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919250	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV1	PlatDPV1	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919255	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV2	PlatDPV2	new_species	Platanthera zijinensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919258	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV2	PlatDPV2	new_species	Platanthera zijinensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919259	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV2	PlatDPV2	new_species	Platanthera zijinensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919260	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV2	PlatDPV2	new_species	Platanthera zijinensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919261	root	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV2	PlatDPV2	new_species	Platanthera zijinensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919262	root	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV3	PlatDPV3	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919247	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV3	PlatDPV3	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919248	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV3	PlatDPV3	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919249	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV3	PlatDPV3	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919255	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV3	PlatDPV3	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919266	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV3	PlatDPV3	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919267	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919245	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919246	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919247	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919248	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919249	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919250	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera zijinensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919251	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera zijinensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919252	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera zijinensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919254	leaf	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919255	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera zijinensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919256	leaf	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera zijinensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919257	leaf	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera zijinensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919261	root	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera zijinensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919262	root	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera zijinensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919263	root	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919266	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV4	PlatDPV4	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919267	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV5	PlatDPV5	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919244	tuber	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV5	PlatDPV5	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919245	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV5	PlatDPV5	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919246	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV5	PlatDPV5	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919247	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV5	PlatDPV5	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919248	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV5	PlatDPV5	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919249	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV5	PlatDPV5	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919250	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV5	PlatDPV5	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919255	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV5	PlatDPV5	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919264	tuber	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV5	PlatDPV5	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919265	tuber	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV5	PlatDPV5	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919266	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV5	PlatDPV5	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919267	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV6	PlatDPV6	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919245	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV6	PlatDPV6	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919246	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV6	PlatDPV6	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919247	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV6	PlatDPV6	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919248	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV6	PlatDPV6	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919249	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV6	PlatDPV6	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919250	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV6	PlatDPV6	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919255	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV6	PlatDPV6	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919266	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV6	PlatDPV6	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919267	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV7	PlatDPV7	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919244	tuber	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV7	PlatDPV7	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919245	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV7	PlatDPV7	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919246	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV7	PlatDPV7	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919247	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV7	PlatDPV7	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919248	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV7	PlatDPV7	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919249	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV7	PlatDPV7	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919250	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV7	PlatDPV7	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919255	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV7	PlatDPV7	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919264	tuber	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV7	PlatDPV7	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919265	tuber	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV7	PlatDPV7	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919266	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV7	PlatDPV7	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919267	stem	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV8	PlatDPV8	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919244	tuber	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV8	PlatDPV8	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919245	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV8	PlatDPV8	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919246	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV8	PlatDPV8	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919247	flower	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV8	PlatDPV8	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919248	bract	China	SRA
Partitiviridae	Deltapartitivirus			PlatDPV8	PlatDPV8	new_species	Platanthera guangdongensis	Orchidoideae	Orchideae	Platanthera	Terrestrial	SRR18919249	bract	China	SRA
